,Unnamed: 1,name,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,label
All Out 80s,46,"Get Outta My Dreams, Get Into My Car",Billy Ocean,60,0.666,0.91,4,-6.457,1,0.0399,0.0874,8.41e-06,0.336,0.919,117.14,284373,1
All Out 80s,47,All Night Long (All Night) - Single Version,Lionel Richie,70,0.748,0.603,1,-12.044,1,0.043,0.15,0.000261,0.0269,0.827,108.831,258667,1
All Out 80s,48,The Way It Is,Bruce Hornsby,68,0.582,0.689,7,-12.203,1,0.0277,0.607,0.0571,0.145,0.531,111.166,297853,1
All Out 80s,49,Valerie,Steve Winwood,0,0.722,0.518,9,-10.78,1,0.0296,0.593,0.00453,0.0854,0.753,116.289,246667,1
All Out 80s,50,Don't Get Me Wrong - 2007 Remaster,Pretenders,63,0.46,0.932,0,-6.264,1,0.0468,0.139,0.00504,0.114,0.849,203.617,227463,1
All Out 80s,51,Heaven Is a Place on Earth,Belinda Carlisle,68,0.64,0.852,1,-8.119,0,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902,246520,1
All Out 80s,52,St. Elmos Fire (Man in Motion),John Parr,65,0.612,0.6,9,-10.945,1,0.0327,0.15,3.04e-06,0.222,0.471,111.203,251800,1
All Out 80s,53,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",Bill Medley,57,0.7,0.781,6,-8.255,0,0.0507,0.0869,0.00342,0.059,0.385,108.694,289067,1
All Out 80s,54,The Look,Roxette,1,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,237320,1
All Out 80s,55,Addicted To Love,Robert Palmer,67,0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,363640,1
All Out 80s,56,Little Lies - 2017 Remaster,Fleetwood Mac,70,0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,221053,0
All Out 80s,57,Rosanna,TOTO,71,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,331200,1
All Out 80s,58,If I Could Turn Back Time,Cher,70,0.658,0.575,11,-10.365,1,0.0267,0.243,0.0,0.122,0.504,108.329,239827,1
All Out 80s,59,Jump (Original Mix),The Pointer Sisters,63,0.846,0.826,10,-7.909,0,0.098,0.0867,0.0,0.12,0.813,134.454,262560,1
All Out 80s,60,Easy Lover,Philip Bailey,66,0.749,0.699,1,-13.108,1,0.0371,0.0674,0.00192,0.0763,0.935,128.904,304507,1
All Out 80s,61,Glory Days,Bruce Springsteen,69,0.574,0.96,9,-4.906,1,0.032,0.0457,0.0,0.121,0.978,117.486,254733,1
All Out 80s,62,We Built This City,Starship,1,0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,296080,1
All Out 80s,63,Always on My Mind,Pet Shop Boys,68,0.533,0.783,7,-10.61,1,0.0366,0.0116,0.0565,0.186,0.726,124.874,234907,1
All Out 80s,64,Africa,TOTO,81,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,1
All Out 80s,65,Wake Me Up Before You Go-Go,Wham!,0,0.618,0.764,0,-6.027,1,0.0562,0.186,0.0,0.12,0.876,81.366,230693,1
All Out 80s,66,Purple Rain,Prince,0,0.383,0.57,10,-7.019,1,0.0318,0.0416,0.00683,0.746,0.183,114.147,522307,1
All Out 80s,67,Nikita,Elton John,67,0.632,0.656,7,-9.29,1,0.0277,0.123,0.000264,0.0735,0.752,86.605,343240,1
All Out 80s,68,9 to 5,Dolly Parton,75,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,162467,0
All Out 80s,69,The Living Years,Mike & The Mechanics,64,0.527,0.429,8,-12.431,1,0.0321,0.655,0.0,0.0865,0.277,97.893,332333,1
All Out 80s,70,You're the Voice,John Farnham,61,0.369,0.762,10,-8.993,1,0.0464,0.22,2.8e-05,0.579,0.644,84.957,302107,1
All Out 80s,71,Bette Davis Eyes,Kim Carnes,71,0.675,0.649,5,-10.271,1,0.0319,0.0204,0.0,0.0959,0.596,116.624,228000,1
All Out 80s,72,Up Where We Belong,Joe Cocker,60,0.573,0.429,2,-8.68,1,0.0294,0.597,8.18e-05,0.0839,0.361,139.097,233240,1
All Out 80s,73,Don't You Want Me,The Human League,73,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,236920,1
All Out 80s,74,Love Changes (Everything),Climie Fisher,64,0.624,0.868,5,-5.867,1,0.0269,0.305,1.38e-05,0.186,0.806,111.143,268187,1
All Out 80s,75,Gloria,Laura Branigan,63,0.776,0.743,9,-6.807,1,0.0289,0.107,0.293,0.149,0.84,131.343,289853,1
All Out 80s,76,Alone,Heart,72,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,218733,0
All Out 80s,77,She Drives Me Crazy,Fine Young Cannibals,0,0.796,0.693,2,-6.02,1,0.0413,0.164,1.77e-05,0.0408,0.954,108.8,218907,0
All Out 80s,78,Don't Leave Me This Way (with Sarah Jane Morris),The Communards,66,0.64,0.926,3,-5.597,1,0.0322,0.135,2.04e-06,0.134,0.901,131.997,271067,1
All Out 80s,79,I'm Gonna Be (500 Miles),The Proclaimers,72,0.851,0.551,4,-5.177,1,0.0396,0.151,0.0,0.0827,0.807,131.922,219467,0
All Out 80s,80,Holiday,Madonna,57,0.813,0.699,7,-8.656,1,0.0458,0.0251,0.0135,0.0527,0.732,117.548,231560,1
All Out 80s,81,Girls Just Want to Have Fun,Cyndi Lauper,63,0.705,0.847,6,-2.588,1,0.0361,0.414,3.21e-06,0.406,0.743,120.527,228120,1
All Out 80s,82,"When the Going Gets Tough, The Tough Get Going",Billy Ocean,62,0.755,0.763,4,-6.318,1,0.0473,0.405,0.0,0.318,0.932,122.045,248000,1
All Out 80s,83,I Can Dream About You,Dan Hartman,2,0.747,0.533,9,-12.165,1,0.0554,0.1,0.0,0.0344,0.875,112.987,247800,1
All Out 80s,84,Eternal Flame,The Bangles,67,0.526,0.358,4,-7.239,0,0.0243,0.525,0.0,0.0942,0.399,78.989,238027,1
All Out 80s,85,Total Eclipse of the Heart,Bonnie Tyler,76,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,267360,1
All Out 80s,86,Run To You,Bryan Adams,66,0.561,0.811,4,-6.157,1,0.0265,0.00515,3.6e-05,0.287,0.635,126.593,233270,1
All Out 80s,87,I Don't Want A Lover,Texas,59,0.756,0.47,7,-12.615,1,0.0394,0.196,0.000487,0.126,0.43,120.484,300600,1
All Out 80s,88,I Want to Know What Love Is - 1999 Remaster,Foreigner,77,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,304787,1
All Out 80s,89,Start Me Up - Remastered 2009,The Rolling Stones,76,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067,0
All Out 80s,90,Free Fallin',Tom Petty,1,0.617,0.435,5,-13.547,1,0.0256,0.178,0.0,0.0822,0.601,84.382,256667,1
All Out 80s,91,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",Dionne Warwick,39,0.683,0.284,0,-15.207,0,0.0314,0.333,0.0,0.0608,0.207,120.233,257360,1
All Out 80s,92,Here I Go Again - 2018 Remaster,Whitesnake,69,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,275395,1
All Out 80s,93,Papa Don't Preach,Madonna,64,0.833,0.934,5,-3.243,0,0.0313,0.343,7.55e-06,0.0521,0.964,121.879,268533,1
All Out 80s,94,Sledgehammer,Peter Gabriel,64,0.657,0.685,1,-5.203,1,0.0334,0.0246,0.0,0.037,0.424,96.458,313533,1
All Out 80s,95,Kokomo,The Beach Boys,5,0.684,0.643,0,-10.252,1,0.0329,0.0107,0.0,0.292,0.922,115.571,215573,0
All Out 80s,96,Love Shack,The B-52's,70,0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,320680,1
All Out 80s,97,The Whole Of The Moon - 2004 Remastered Version,The Waterboys,0,0.606,0.794,0,-7.168,1,0.0291,0.119,7.16e-06,0.125,0.584,105.813,302827,1
All Out 80s,98,With Or Without You - Remastered,U2,78,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,295516,1
All Out 80s,99,"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Glenn Frey,64,0.622,0.865,7,-6.369,1,0.0531,0.0167,2.34e-05,0.0692,0.87,149.706,227800,1
All Out 90s,0,Wannabe,Spice Girls,79,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,173027,0
All Out 90s,1,Torn,Natalie Imbruglia,67,0.558,0.928,5,-3.04,1,0.0356,0.0746,5.44e-05,0.696,0.6,96.313,244813,1
All Out 90s,2,Weather With You,Crowded House,71,0.643,0.614,2,-12.878,1,0.0279,0.25,7.17e-06,0.214,0.891,93.982,224467,1
All Out 90s,3,(Everything I Do) I Do It For You,Bryan Adams,75,0.533,0.36,1,-12.633,1,0.0282,0.0805,1.03e-05,0.0631,0.299,131.229,393640,1
All Out 90s,4,Wonderwall,Oasis,0,0.409,0.892,2,-4.373,1,0.0336,0.000807,0.0,0.207,0.651,174.426,258613,1
All Out 90s,5,I Want It That Way,Backstreet Boys,72,0.689,0.702,6,-5.642,0,0.0261,0.216,0.0,0.159,0.484,99.031,213600,0
All Out 90s,6,Stop,Spice Girls,69,0.722,0.845,2,-4.446,0,0.0308,0.287,0.0,0.0561,0.965,130.13,204754,0
All Out 90s,7,To Be With You,Mr. Big,0,0.696,0.419,4,-7.289,1,0.0419,0.245,0.0,0.0785,0.487,83.653,208067,0
All Out 90s,8,Believe,Cher,75,0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.459,132.975,239027,1
All Out 90s,9,This Kiss,Faith Hill,59,0.48,0.832,11,-5.663,1,0.0426,0.137,0.0,0.354,0.648,186.875,194907,0
All Out 90s,10,Man! I Feel Like A Woman!,Shania Twain,73,0.657,0.639,10,-7.527,1,0.0412,0.581,0.0,0.278,0.674,124.882,234493,1
All Out 90s,11,MMMBop,Hanson,67,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,268653,1
All Out 90s,12,When You're Gone,Bryan Adams,66,0.546,0.931,0,-6.344,1,0.0341,0.000299,2.92e-05,0.11,0.643,125.495,204893,0
All Out 90s,13,Hold On,Wilson Phillips,68,0.679,0.657,5,-9.897,1,0.0255,0.4,0.0,0.0497,0.546,97.8,266867,1
All Out 90s,14,2 Become 1,Spice Girls,66,0.646,0.665,6,-7.878,1,0.0268,0.326,1.97e-05,0.238,0.7,143.966,241027,1
All Out 90s,15,Walking in Memphis,Cher,62,0.696,0.679,2,-7.363,1,0.0305,0.587,0.0,0.165,0.527,128.982,235493,1
All Out 90s,16,"I'll Be There for You - Theme From ""Friends""",The Rembrandts,66,0.32,0.917,9,-5.903,1,0.0771,0.0717,0.0,0.169,0.715,190.757,188360,0
All Out 90s,17,Walking on Broken Glass,Annie Lennox,67,0.749,0.562,0,-8.45,1,0.0281,0.215,1.1e-06,0.105,0.807,115.008,253296,1
All Out 90s,18,Back for Good - Radio Mix,Take That,1,0.601,0.504,5,-9.761,1,0.0284,0.31,0.0,0.137,0.564,78.986,242267,1
All Out 90s,19,That Don't Impress Me Much,Shania Twain,67,0.743,0.873,10,-4.943,0,0.0507,0.14,0.0,0.142,0.965,125.005,238707,1
All Out 90s,20,Picture Of You,Boyzone,64,0.768,0.919,0,-6.066,1,0.0416,0.109,1.14e-06,0.366,0.862,116.649,206040,0
All Out 90s,21,Kiss Me,Sixpence None The Richer,0,0.529,0.741,3,-5.661,1,0.0268,0.116,1.23e-06,0.0736,0.455,100.004,205240,0
All Out 90s,22,Say You'll Be There,Spice Girls,66,0.726,0.679,1,-6.219,1,0.0473,0.0149,1.49e-06,0.0837,0.751,107.02,235973,1
All Out 90s,23,The Shoop Shoop Song (It's In His Kiss),Cher,0,0.678,0.61,0,-10.509,1,0.0306,0.467,0.0,0.397,0.919,117.04,170000,0
All Out 90s,24,Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera,63,0.829,0.915,8,-3.205,1,0.106,0.226,1.25e-05,0.246,0.779,118.903,203333,0
All Out 90s,25,You're Still The One,Shania Twain,73,0.585,0.494,3,-8.751,1,0.0353,0.363,0.0,0.0886,0.634,133.822,212200,0
All Out 90s,26,Freedom! '90 - Remastered,George Michael,68,0.677,0.852,5,-10.856,1,0.045,0.225,3.95e-05,0.0595,0.93,91.691,390862,1
All Out 90s,27,When You Say Nothing At All,Ronan Keating,72,0.461,0.448,7,-10.665,1,0.0246,0.161,1.18e-06,0.0811,0.418,173.86,256827,1
All Out 90s,28,Together Again,Janet Jackson,66,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,301200,1
All Out 90s,29,The King of Wishful Thinking,Go West,63,0.669,0.868,0,-7.377,1,0.0527,0.033,0.0,0.0991,0.913,107.885,241760,1
All Out 90s,30,Ironic - 2015 Remaster,Alanis Morissette,69,0.408,0.582,11,-8.305,1,0.0508,0.218,0.0,0.159,0.365,114.926,230000,1
All Out 90s,31,Spice Up Your Life,Spice Girls,66,0.556,0.993,1,-5.067,1,0.0464,0.0105,0.0341,0.403,0.702,124.016,173667,0
All Out 90s,32,Only Wanna Be with You,Hootie & The Blowfish,68,0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272,229587,1
All Out 90s,33,"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,31,0.428,0.542,10,-12.381,1,0.0304,0.256,0.0,0.169,0.566,169.896,237893,1
All Out 90s,34,Fading Like A Flower (Every Time You Leave),Roxette,0,0.609,0.668,0,-5.738,1,0.026,0.195,0.0,0.219,0.319,105.419,230680,1
All Out 90s,35,Bring It All Back,S Club 7,63,0.679,0.903,4,-4.914,1,0.0463,0.333,0.0,0.372,0.872,108.114,213600,0
All Out 90s,36,Truly Madly Deeply,Savage Garden,72,0.555,0.698,0,-8.874,1,0.0287,0.403,0.0,0.0851,0.816,168.12,277267,1
All Out 90s,37,C'est La Vie,B*Witched,61,0.705,0.936,7,-5.109,1,0.0306,0.0978,0.000124,0.0506,0.939,109.004,173693,0
All Out 90s,38,I Love You Always Forever,Donna Lewis,68,0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,239960,1
All Out 90s,39,Who Do You Think You Are,Spice Girls,63,0.727,0.83,6,-6.658,0,0.0376,0.0226,0.00356,0.73,0.899,118.002,240707,1
All Out 90s,40,As Long as You Love Me,Backstreet Boys,69,0.804,0.801,0,-4.892,1,0.0305,0.275,3.29e-05,0.215,0.826,98.12,221107,0
All Out 90s,41,Black or White - Single Version,Michael Jackson,63,0.741,0.894,4,-3.826,1,0.0496,0.0814,0.0527,0.089,0.96,114.879,202853,0
All Out 90s,42,Don't Let the Sun Go Down on Me,George Michael,55,0.432,0.551,0,-8.096,1,0.0289,0.501,1.77e-06,0.472,0.253,136.465,346960,1
All Out 90s,43,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,73,0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,258787,1
All Out 90s,44,Let's Get Loud,Jennifer Lopez,67,0.82,0.937,5,-4.81,0,0.0542,0.139,7.51e-05,0.325,0.922,131.006,238227,1
All Out 90s,45,"Baby, I Love Your Way",Big Mountain,61,0.651,0.747,1,-7.269,0,0.0699,0.0528,0.0,0.207,0.776,147.518,249520,1
All Out 90s,46,"Baby, Baby",Amy Grant,58,0.702,0.901,1,-4.45,1,0.0264,0.426,0.00153,0.0368,0.919,97.862,236973,1
All Out 90s,47,There She Goes,The La's,67,0.533,0.761,7,-10.632,1,0.0298,0.013,0.829,0.207,0.917,122.777,162187,0
All Out 90s,48,Sometimes,Britney Spears,66,0.745,0.742,10,-5.693,1,0.0259,0.42,0.0,0.102,0.806,95.996,245067,1
All Out 90s,49,Joyride,Roxette,0,0.631,0.77,2,-5.315,1,0.0267,0.0457,0.0,0.481,0.734,102.348,263093,1
All Out 90s,50,Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,72,0.731,0.853,10,-4.219,0,0.0363,0.0352,0.0,0.268,0.605,108.016,225360,1
All Out 90s,51,Jessie,Joshua Kadison,60,0.648,0.464,7,-11.592,1,0.0287,0.426,4.93e-06,0.262,0.512,142.924,319027,1
All Out 90s,52,Strong Enough,Cher,66,0.593,0.923,0,-6.19,1,0.101,0.0495,0.0,0.29,0.587,124.862,224000,1
All Out 90s,53,The Sign,Ace of Base,69,0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,191240,0
All Out 90s,54,Breakfast At Tiffany's,Deep Blue Something,6,0.624,0.826,2,-5.534,1,0.0287,0.113,0.0,0.0938,0.526,110.368,257187,1
All Out 90s,55,...Baby One More Time,Britney Spears,77,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,0
All Out 90s,56,Life Is A Highway,Tom Cochrane,63,0.683,0.897,5,-3.455,1,0.0465,0.0457,5.18e-06,0.286,0.752,103.051,266080,1
All Out 90s,57,Out Of Reach,Gabrielle,68,0.51,0.48,11,-6.567,1,0.0452,0.503,0.0,0.106,0.496,182.862,196987,0
All Out 90s,58,Moving on Up,M People,62,0.899,0.857,0,-6.128,0,0.037,0.0499,0.0299,0.112,0.961,125.072,215533,0
All Out 90s,59,You'll Be In My Heart,Phil Collins,54,0.568,0.748,8,-6.523,1,0.0298,0.0572,4.48e-06,0.0932,0.615,96.699,258400,1
All Out 90s,60,All I Wanna Do,Sheryl Crow,67,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,272107,1
All Out 90s,61,Relight My Fire (feat. Lulu),Take That,0,0.653,0.943,9,-7.315,1,0.0515,0.0379,0.0,0.0989,0.925,122.586,251760,1
All Out 90s,62,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,0,0.614,0.466,1,-9.881,1,0.0327,0.314,0.0,0.099,0.178,119.916,273667,1
All Out 90s,63,Dreams,Gabrielle,64,0.751,0.467,9,-13.652,1,0.036,0.173,0.0,0.217,0.568,98.783,222773,1
All Out 90s,64,No Matter What,Boyzone,0,0.701,0.416,7,-9.429,1,0.0247,0.165,0.0,0.13,0.555,92.715,274267,1
All Out 90s,65,Fantasy,Mariah Carey,73,0.669,0.727,7,-7.588,1,0.0353,0.139,0.0,0.123,0.807,102.322,243493,1
All Out 90s,66,Over My Shoulder,Mike & The Mechanics,67,0.631,0.826,5,-7.856,0,0.0322,0.126,0.0,0.0648,0.82,92.353,217200,0
All Out 90s,67,You Gotta Be,Des'ree,64,0.623,0.669,0,-9.985,1,0.0412,0.211,3.2e-06,0.111,0.492,94.028,245200,1
All Out 90s,68,Friday I'm In Love,The Cure,74,0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75e-05,0.359,0.514,136.205,215160,0
All Out 90s,69,Angels,Robbie Williams,72,0.429,0.594,4,-6.251,1,0.0277,0.156,4.95e-06,0.1,0.236,150.22,265000,1
All Out 90s,70,Always Be My Baby,Mariah Carey,71,0.65,0.531,4,-8.335,1,0.0364,0.457,0.0,0.249,0.487,78.946,258133,1
All Out 90s,71,Sweetest Thing - The Single Mix,U2,0,0.534,0.605,0,-7.096,1,0.0352,0.0941,4.35e-05,0.198,0.558,142.24,183160,0
All Out 90s,72,I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,59,0.419,0.672,2,-6.353,1,0.092,0.623,0.0,0.412,0.304,105.212,316467,1
All Out 90s,73,Livin' la Vida Loca,Ricky Martin,73,0.425,0.954,1,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,243160,1
All Out 90s,74,I Knew I Loved You,Savage Garden,68,0.61,0.497,9,-9.88,1,0.0279,0.32,6.11e-05,0.0884,0.739,85.031,250360,1
All Out 90s,75,Quit Playing Games (With My Heart),Backstreet Boys,65,0.8,0.825,11,-6.552,0,0.034,0.0559,2.18e-06,0.141,0.903,100.035,232667,1
All Out 90s,76,Mysterious Girl - Radio Edit,Peter Andre,60,0.655,0.822,8,-5.755,1,0.211,0.14,0.0,0.298,0.859,171.983,217107,0
All Out 90s,77,Waterfalls,TLC,71,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,279507,1
All Out 90s,78,Let Me Entertain You,Robbie Williams,66,0.478,0.965,10,-5.022,1,0.0642,0.000169,0.00251,0.0854,0.347,125.152,262000,1
All Out 90s,79,"I'll Be There (feat. Trey Lorenz) - Live at MTV Unplugged, Kaufman Astoria StuLive at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992dios, New York - March 1992",Mariah Carey,39,0.216,0.544,5,-8.132,1,0.0431,0.663,0.0,0.882,0.301,75.017,264240,1
All Out 90s,80,High,Lighthouse Family,40,0.664,0.622,10,-8.505,1,0.0253,0.0994,0.0738,0.112,0.614,102.342,310333,1
All Out 90s,81,Justified & Ancient,The KLF,52,0.628,0.953,10,-4.989,0,0.0626,0.00276,0.0132,0.427,0.515,111.134,228372,1
All Out 90s,82,Iris,The Goo Goo Dolls,78,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533,1
All Out 90s,83,I'll Stand by You,Pretenders,70,0.438,0.606,7,-6.549,1,0.0305,0.3,4.49e-06,0.0754,0.266,133.822,240760,1
All Out 90s,84,Hero,Mariah Carey,69,0.501,0.378,4,-9.37,1,0.029,0.735,0.0,0.119,0.178,119.987,257733,1
All Out 90s,85,Bitch,Meredith Brooks,66,0.617,0.886,9,-5.953,1,0.055,0.0112,9.63e-05,0.0523,0.629,96.328,252760,1
All Out 90s,86,Can You Feel the Love Tonight,Elton John,0,0.309,0.275,10,-12.612,1,0.0332,0.867,0.000408,0.11,0.161,123.865,241280,1
All Out 90s,87,I Will Always Love You,Whitney Houston,75,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,271093,1
All Out 90s,88,"Show Me Heaven - From ""Days Of Thunder""",Maria McKee,50,0.5,0.455,8,-10.483,1,0.0261,0.136,0.00363,0.0646,0.563,155.935,229920,1
All Out 90s,89,Vogue,Madonna,65,0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998,316813,1
All Out 90s,90,Say What You Want,Texas,0,0.633,0.841,4,-5.932,1,0.0702,0.2,0.0,0.396,0.803,95.888,233867,1
All Out 90s,91,A Whole New World (Aladdin's Theme),Peabo Bryson,53,0.538,0.189,2,-17.13,1,0.0344,0.636,0.0,0.174,0.161,107.829,250400,1
All Out 90s,92,Amazed,Lonestar,54,0.56,0.541,1,-7.97,1,0.0288,0.23,0.0,0.118,0.278,139.76,240000,1
All Out 90s,93,Genie In a Bottle,Christina Aguilera,71,0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716,217573,0
All Out 90s,94,I'm Outta Love - Radio Edit,Anastacia,43,0.761,0.716,10,-5.8,0,0.056,0.396,0.0,0.0771,0.649,119.41,245400,1
All Out 90s,95,Life,Des'ree,64,0.721,0.74,1,-5.453,1,0.0416,0.112,4.12e-05,0.0848,0.714,104.815,216040,0
All Out 90s,96,"All For Love - From ""The Three Musketeers""",Bryan Adams,56,0.408,0.569,2,-6.237,1,0.029,0.19,0.0,0.126,0.146,74.835,283707,1
All Out 90s,97,I Swear,All-4-One,66,0.532,0.407,6,-9.658,0,0.0233,0.235,0.0,0.117,0.23,83.207,259853,1
All Out 90s,98,(I Can't Help) Falling In Love With You,UB40,68,0.642,0.722,2,-13.031,1,0.0375,0.0444,0.00388,0.122,0.836,172.406,207440,0
All Out 90s,99,She's so High,Tal Bachman,70,0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,224693,1
All Out 00s,0,Family Affair,Mary J. Blige,73,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,265867,1
All Out 00s,1,She Will Be Loved,Maroon 5,0,0.524,0.711,0,-5.494,0,0.0405,0.0567,0.0,0.134,0.539,203.867,257133,1
All Out 00s,2,You're Beautiful,James Blunt,75,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,209493,0
All Out 00s,3,When Love Takes Over (feat. Kelly Rowland),David Guetta,66,0.658,0.863,11,-4.64,1,0.0255,0.0144,0.000193,0.2,0.496,129.972,189000,0
All Out 00s,4,Hips Don't Lie (feat. Wyclef Jean),Shakira,81,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,218093,0
All Out 00s,5,Yeah!,Usher,0,0.895,0.795,2,-4.693,1,0.0977,0.0219,0.0,0.0403,0.574,105.004,250067,1
All Out 00s,6,Pon de Replay,Rihanna,77,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,246960,1
All Out 00s,7,Rehab,Amy Winehouse,73,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947,0
All Out 00s,8,Halo,Beyoncé,75,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,261640,1
All Out 00s,9,Just Dance,Lady Gaga,60,0.821,0.741,1,-4.57,0,0.0313,0.0278,2.51e-05,0.19,0.741,118.984,244440,1
All Out 00s,10,Party In The U.S.A.,Miley Cyrus,78,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,0
All Out 00s,11,Promiscuous,Nelly Furtado,81,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,242293,1
All Out 00s,12,Last Friday Night (T.G.I.F.),Katy Perry,73,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747,1
All Out 00s,13,Umbrella,Rihanna,80,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,1
All Out 00s,14,Unwritten,Natasha Bedingfield,9,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333,1
All Out 00s,15,Since U Been Gone,Kelly Clarkson,53,0.664,0.741,0,-5.391,1,0.0343,0.00169,0.0502,0.113,0.409,131.006,188960,0
All Out 00s,16,Love Story,Taylor Swift,67,0.618,0.741,2,-3.95,1,0.031,0.17,0.0,0.0822,0.296,118.984,235267,1
All Out 00s,17,I Kissed A Girl,Katy Perry,72,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,0
All Out 00s,18,Disturbia,Rihanna,75,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,238627,1
All Out 00s,19,Gimme More,Britney Spears,79,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,1
All Out 00s,20,Down,Jay Sean,21,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997,212107,0
All Out 00s,21,Raise Your Glass,P!nk,52,0.7,0.708,7,-4.952,1,0.0869,0.00624,0.0,0.031,0.619,122.029,203267,0
All Out 00s,22,The Sweet Escape,Gwen Stefani,67,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,246467,1
All Out 00s,23,Crazy In Love (feat. Jay-Z),Beyoncé,75,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133,1
